,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
13,4943,Dai,DAI,multi-collateral-dai,1457,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126110337.483993,6126110337.483993,,14,,,,2022-11-03T09:36:00.000Z,1.0002453147704964,309334181.3689764,65.8424,0.04783302,0.05821984,0.05967731,0.03546596,0.05512857,0.02856296,6127613162.835468,0.6061,6127613162.84,,2022-11-03T09:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 09:38:09.763434
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92249152265.04285,92249202267.06458,,15,71659659264.0,4462654325.972583,,2022-11-03T09:36:00.000Z,0.06227568442004172,384482504.8428894,16.4797,0.19349044,-0.3265096,-2.01797397,1.6607756,-0.99161214,-10.40581264,5744879094.474185,0.5685,5744882208.38,,2022-11-03T09:36:00.000Z,,,,,,2022-11-03 09:38:09.763434
0,1,Bitcoin,BTC,bitcoin,9814,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196993.0,19196993.0,,1,,,,2022-11-03T09:37:00.000Z,20325.674630234662,165825489123.58762,331.0029,0.08690192,-0.61837957,-1.52845778,2.11667029,2.68710683,-12.26589479,390191833596.8924,38.5856,426839167234.93,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T09:37:00.000Z,1553.8127208097792,131550977191.83453,801.2384,0.67812728,-0.60898661,0.33647462,15.35428375,-0.1046079,-6.5229967,190146065799.3857,18.8033,190146065799.39,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
2,825,Tether,USDT,tether,41499,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T09:37:00.000Z,0.9999664855777453,77785160949.84114,40.152,-0.00343231,0.00465077,-0.02381595,-0.0211867,-0.00460518,-0.01561921,69348018676.57997,6.862,72139348532.05,,2022-11-03T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 09:39:11.106165
3,1839,BNB,BNB,bnb,1133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977667.9671376,159979963.59042934,,4,,,,2022-11-03T09:37:00.000Z,336.4100026147521,1654372142.9544878,41.1353,-0.18087146,5.30429869,16.7044597,15.70761625,21.12534698,5.12153997,53818087699.12671,5.3235,67282000522.95,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
4,3408,USD Coin,USDC,usd-coin,6654,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42538218359.688095,42538218359.688095,,5,,,,2022-11-03T09:37:00.000Z,1.0001128841085551,5912497840.817628,86.675,0.0046794,0.00807704,0.02101578,0.01224545,0.00198025,0.01152164,42543020248.54715,4.207,42543020248.55,,2022-11-03T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 09:39:11.106165
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T09:37:00.000Z,0.45676165655146633,1417516536.9714112,20.6854,0.02341431,0.14612085,-3.33158383,-2.97108043,38.67316125,22.07331797,22877093542.99951,2.2629,45676165655.15,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
6,4687,Binance USD,BUSD,binance-usd,5381,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T09:37:00.000Z,1.00075630264427,8682725348.961798,29.3107,-0.23244518,0.04538831,0.08041284,0.00789043,0.0553263,0.06776238,21675050954.56806,2.1434,21675050954.57,,2022-11-03T09:37:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 09:39:11.106165
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T09:37:00.000Z,0.13270018354696034,3673644199.6955714,-37.9366,1.13426964,-0.55491499,72.88010405,119.09243672,112.34144685,91.32063992,17605434773.911457,1.7421,17605434773.91,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330905533.942,35101471140.919,,9,,,,2022-11-03T09:37:00.000Z,0.3964792273546057,691419121.3900169,38.9385,0.16453594,0.43234369,-2.42164153,-8.0012724,-19.88301713,-22.48870959,13611490900.481283,1.346,17841565230.96,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359465967.28162956,511616946.142289,,10,,,,2022-11-03T09:37:00.000Z,31.94980444301247,3158859409.801309,340.6282,1.02306961,1.33398356,1.36603856,-4.65240417,1.36609542,-20.56923383,11484867358.566383,1.1364,16346061378.98,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T09:37:00.000Z,0.9697463849141108,982782359.8457577,186.4974,0.49510577,13.26225312,4.33935379,17.6067222,10.29670413,5.38967341,8470072796.349704,0.8376,9697463849.14,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728271.8516712,1248551942.176851,,12,904869778.0,5852844205.128341,,2022-11-03T09:37:00.000Z,6.468161880778762,381332471.82031405,51.0711,0.57688082,1.59537131,-0.20137808,0.79472207,-10.62967665,-22.92891611,7326669829.271382,0.7245,8075836078.56,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T09:37:00.000Z,1.2149740750459698e-05,560514646.6560774,-26.1006,0.32300311,0.64363665,10.18556103,8.28722322,-1.92816221,0.57707466,6670976493.944423,0.6599,7165127730.93,,2022-11-03T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 09:39:11.106165
13,4943,Dai,DAI,multi-collateral-dai,1457,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126110337.483993,6126110337.483993,,14,,,,2022-11-03T09:37:00.000Z,1.0001030714635062,309409262.8962447,65.8793,0.03375165,0.01506219,0.06471073,0.00903747,0.03631187,0.01786597,6126741764.642077,0.606,6126741764.64,,2022-11-03T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 09:39:11.106165
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92249152265.04285,92249202267.06458,,15,71659659264.0,4463658639.849782,,2022-11-03T09:37:00.000Z,0.062289699472408894,384257811.851477,16.4088,0.19096624,-0.28950115,-1.99140164,1.6631283,-0.98245945,-10.40822427,5746171971.174007,0.5686,5746175085.78,,2022-11-03T09:37:00.000Z,,,,,,2022-11-03 09:39:11.106165
0,1,Bitcoin,BTC,bitcoin,9814,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196993.0,19196993.0,,1,,,,2022-11-03T09:38:00.000Z,20327.506020583136,165892659127.85144,331.0057,0.08542784,-0.65936665,-1.51764619,2.11898001,2.68513201,-12.24629596,390226990784.59235,38.5891,426877626432.25,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T09:38:00.000Z,1554.1148722186283,131604598607.24399,801.1271,0.67154261,-0.6578463,0.36893584,15.35497905,-0.09443842,-6.48670708,190183041234.64825,18.807,190183041234.65,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
2,825,Tether,USDT,tether,41499,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T09:38:00.000Z,0.9999889729883337,77791177792.90953,40.1181,-0.00178022,0.00697444,-0.0205908,-0.01937106,-0.00136611,-0.01357945,69349578186.2155,6.8622,72140970813.57,,2022-11-03T09:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 09:40:12.522474
3,1839,BNB,BNB,bnb,1133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977667.9671376,159979963.59042934,,4,,,,2022-11-03T09:38:00.000Z,336.469542059989,1654558550.996022,41.3232,-0.1800232,5.30378683,16.7439319,15.73261387,21.12512628,5.14034662,53827612680.72776,5.3244,67293908412.0,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
4,3408,USD Coin,USDC,usd-coin,6654,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42538218359.688095,42538218359.688095,,5,,,,2022-11-03T09:38:00.000Z,1.0001107024270757,5913270311.298766,86.7301,0.00229309,-0.00057086,0.02598909,0.0142921,5.298e-05,0.00795134,42542927443.70399,4.207,42542927443.7,,2022-11-03T09:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 09:40:12.522474
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T09:38:00.000Z,0.4568193184632841,1417842059.8711479,20.6101,0.03129004,0.13627183,-3.31633503,-3.00573523,38.68321336,22.09339834,22879981563.33047,2.2632,45681931846.33,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
6,4687,Binance USD,BUSD,binance-usd,5381,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T09:38:00.000Z,1.0001718151380043,8689613131.979544,29.5427,-0.23931469,-0.00864646,0.01537314,-0.02938351,-0.00149745,0.00884277,21662391732.290726,2.1422,21662391732.29,,2022-11-03T09:38:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 09:40:12.522474
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T09:38:00.000Z,0.13304798722868255,3688746716.488438,-37.3971,1.39054677,-0.22549007,73.4418207,119.63992809,112.86681,91.81838242,17651578154.19186,1.7466,17651578154.19,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330905533.942,35101471140.919,,9,,,,2022-11-03T09:38:00.000Z,0.3965369356742563,691481071.1909381,38.9039,0.1525916,0.40018452,-2.40625233,-7.98557044,-19.884062,-22.46371605,13613472079.351728,1.3462,17844162105.34,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359465967.28162956,511616946.142289,,10,,,,2022-11-03T09:38:00.000Z,31.956494444458862,3159980265.7553926,340.2991,1.01280366,1.29165365,1.40892772,-4.62307237,1.379826,-20.5502597,11487272186.407427,1.1367,16349484097.09,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T09:38:00.000Z,0.9699885310830054,983723568.695721,186.5991,0.51270453,13.25961769,4.40137241,17.63402702,10.32485594,5.41882666,8472187777.864253,0.8378,9699885310.83,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728271.8516712,1248551942.176851,,12,904869778.0,5853048224.525847,,2022-11-03T09:38:00.000Z,6.468387349020123,381446451.71610653,51.0419,0.53709719,1.61917969,-0.17884122,0.79720229,-10.63617364,-22.92771652,7326925223.522777,0.7246,8076117587.37,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T09:38:00.000Z,1.2162925807064246e-05,560622052.6639346,-25.6686,0.39651925,0.72167735,10.38107838,8.3975539,-1.82382439,0.68228883,6678215924.3558855,0.6606,7172903420.68,,2022-11-03T09:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 09:40:12.522474
13,4943,Dai,DAI,multi-collateral-dai,1457,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126110337.483993,6126110337.483993,,14,,,,2022-11-03T09:38:00.000Z,1.0003036395981928,309560318.16179425,65.8122,0.04237455,0.0233808,0.06733735,0.03116985,0.05153807,0.03902028,6127970467.165351,0.6062,6127970467.17,,2022-11-03T09:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 09:40:12.522474
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92249152265.04285,92249202267.06458,,15,71659659264.0,4463812573.649175,,2022-11-03T09:38:00.000Z,0.062291847595927395,384811884.30444556,16.803,0.17929852,-0.29962691,-1.98453703,1.65761266,-0.98588083,-10.40341597,5746370133.747549,0.5686,5746373248.47,,2022-11-03T09:38:00.000Z,,,,,,2022-11-03 09:40:12.522474
0,1,Bitcoin,BTC,bitcoin,9815,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19197043.0,19197043.0,,1,,,,2022-11-03T10:35:00.000Z,20294.768449180297,224149077946.68356,486.6941,-0.08368022,-0.54121902,-1.45831048,1.61932803,2.5387621,-12.46656706,389599542593.95746,38.5631,426190137432.79,,2022-11-03T10:35:00.000Z,,,,,,2022-11-03 10:36:48.814739
1,1027,Ethereum,ETH,ethereum,6169,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T10:35:00.000Z,1547.5721685251444,130575302992.10588,789.286,-0.27661527,0.08067172,-0.04503313,14.70595525,-0.54644504,-7.05249737,189382385305.94745,18.7453,189382385305.95,,2022-11-03T10:35:00.000Z,,,,,,2022-11-03 10:36:48.814739
2,825,Tether,USDT,tether,41505,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T10:35:00.000Z,1.0000201647654017,76644098888.76385,38.1213,0.00275655,0.00376121,-0.01088848,-0.01255158,0.00170742,-0.01058015,69351741346.65125,6.8645,72143221043.46,,2022-11-03T10:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 10:36:48.814739
3,1839,BNB,BNB,bnb,1133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977643.4113145,159979963.59042934,,4,,,,2022-11-03T10:35:00.000Z,333.57587502675267,1639221196.4329367,40.5002,-0.68181961,4.62586402,15.76720903,14.4422469,19.90746737,4.27784631,53364682385.64704,5.2818,66715175005.35,,2022-11-03T10:35:00.000Z,,,,,,2022-11-03 10:36:48.814739
4,3408,USD Coin,USDC,usd-coin,6654,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42598791645.58598,42598791645.58598,,5,,,,2022-11-03T10:35:00.000Z,1.000085495126592,5707165453.205021,78.3364,-0.00601128,0.00148276,0.01603993,0.01313949,-0.00703872,0.00715964,42602433634.670395,4.2169,42602433634.67,,2022-11-03T10:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 10:36:48.814739
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T10:35:00.000Z,0.45842841564383585,19655884030.000603,1565.2404,0.43723881,1.06142487,-2.67917733,-2.39899542,38.86488761,22.50536969,22960573850.776802,2.2725,45842841564.38,,2022-11-03T10:35:00.000Z,,,,,,2022-11-03 10:36:48.814739
6,4687,Binance USD,BUSD,binance-usd,5381,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T10:35:00.000Z,1.0002177092541213,8563782683.318652,27.1823,0.00585171,-0.005577,-0.0065871,0.05537861,-0.00365379,-0.03127822,21663385737.82706,2.1443,21663385737.83,,2022-11-03T10:35:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 10:36:48.814739
